"","Rk","Date","Tm","Opp","Result","Player","Dist","Good.","Blk.","Y","B","year","month","season"
"2","1","2019-12-29","ARI","LAR","L 24-31","Zane Gonzalez","31","Y","N",1,0,2019,12,2019
"3","2","2019-12-22","ARI","SEA","W 27-13","Zane Gonzalez","46","Y","N",1,0,2019,12,2019
"4","3","2019-12-22","ARI","SEA","W 27-13","Zane Gonzalez","22","Y","N",1,0,2019,12,2019
"5","4","2019-12-22","ARI","SEA","W 27-13","Zane Gonzalez","45","N","Y",0,1,2019,12,2019
"6","5","2019-12-15","ARI","CLE","W 38-24","Zane Gonzalez","21","Y","N",1,0,2019,12,2019
"7","6","2019-12-08","ARI","PIT","L 17-23","Zane Gonzalez","30","Y","N",1,0,2019,12,2019
"8","7","2019-11-17","ARI","SFO","L 26-36","Zane Gonzalez","43","Y","N",1,0,2019,11,2019
"9","8","2019-11-17","ARI","SFO","L 26-36","Zane Gonzalez","26","Y","N",1,0,2019,11,2019
"10","9","2019-11-10","ARI","TAM","L 27-30","Zane Gonzalez","54","Y","N",1,0,2019,11,2019
"11","10","2019-11-10","ARI","TAM","L 27-30","Zane Gonzalez","37","Y","N",1,0,2019,11,2019
"12","11","2019-10-31","ARI","SFO","L 25-28","Zane Gonzalez","36","Y","N",1,0,2019,10,2019
"13","12","2019-10-27","ARI","NOR","L 9-31","Zane Gonzalez","31","Y","N",1,0,2019,10,2019
"14","13","2019-10-27","ARI","NOR","L 9-31","Zane Gonzalez","50","Y","N",1,0,2019,10,2019
"15","14","2019-10-27","ARI","NOR","L 9-31","Zane Gonzalez","31","Y","N",1,0,2019,10,2019
"16","15","2019-10-20","ARI","NYG","W 27-21","Zane Gonzalez","35","Y","N",1,0,2019,10,2019
"17","16","2019-10-20","ARI","NYG","W 27-21","Zane Gonzalez","47","Y","N",1,0,2019,10,2019
"18","17","2019-10-13","ARI","ATL","W 34-33","Zane Gonzalez","22","Y","N",1,0,2019,10,2019
"19","18","2019-10-13","ARI","ATL","W 34-33","Zane Gonzalez","39","Y","N",1,0,2019,10,2019
"20","19","2019-10-06","ARI","CIN","W 26-23","Zane Gonzalez","31","Y","N",1,0,2019,10,2019
"21","20","2019-10-06","ARI","CIN","W 26-23","Zane Gonzalez","23","Y","N",1,0,2019,10,2019
"22","21","2019-10-06","ARI","CIN","W 26-23","Zane Gonzalez","22","Y","N",1,0,2019,10,2019
"23","22","2019-10-06","ARI","CIN","W 26-23","Zane Gonzalez","37","N","N",0,0,2019,10,2019
"24","23","2019-10-06","ARI","CIN","W 26-23","Zane Gonzalez","20","Y","N",1,0,2019,10,2019
"25","24","2019-09-29","ARI","SEA","L 10-27","Zane Gonzalez","33","Y","N",1,0,2019,9,2019
"26","25","2019-09-29","ARI","SEA","L 10-27","Zane Gonzalez","43","N","N",0,0,2019,9,2019
"27","26","2019-09-29","ARI","SEA","L 10-27","Zane Gonzalez","48","N","N",0,0,2019,9,2019
"28","27","2019-09-22","ARI","CAR","L 20-38","Zane Gonzalez","47","Y","N",1,0,2019,9,2019
"29","28","2019-09-22","ARI","CAR","L 20-38","Zane Gonzalez","34","Y","N",1,0,2019,9,2019
"30","29","2019-09-15","ARI","BAL","L 17-23","Zane Gonzalez","21","Y","N",1,0,2019,9,2019
"31","30","2019-09-15","ARI","BAL","L 17-23","Zane Gonzalez","22","Y","N",1,0,2019,9,2019
"32","31","2019-09-15","ARI","BAL","L 17-23","Zane Gonzalez","21","Y","N",1,0,2019,9,2019
"33","32","2019-09-08","ARI","DET","T 27-27","Zane Gonzalez","20","Y","N",1,0,2019,9,2019
"34","33","2019-09-08","ARI","DET","T 27-27","Zane Gonzalez","34","Y","N",1,0,2019,9,2019
"35","34","2019-09-08","ARI","DET","T 27-27","Zane Gonzalez","42","Y","N",1,0,2019,9,2019
"36","35","2019-09-08","ARI","DET","T 27-27","Zane Gonzalez","28","Y","N",1,0,2019,9,2019
"210","1","2019-12-29","ATL","TAM","W 28-22","Younghoe Koo","45","Y","N",1,0,2019,12,2019
"310","2","2019-12-29","ATL","TAM","W 28-22","Younghoe Koo","33","Y","N",1,0,2019,12,2019
"42","3","2019-12-29","ATL","TAM","W 28-22","Younghoe Koo","33","Y","N",1,0,2019,12,2019
"51","4","2019-12-29","ATL","TAM","W 28-22","Younghoe Koo","43","Y","N",1,0,2019,12,2019
"61","5","2019-12-29","ATL","TAM","W 28-22","Younghoe Koo","27","Y","N",1,0,2019,12,2019
"71","6","2019-12-22","ATL","JAX","W 24-12","Younghoe Koo","23","Y","N",1,0,2019,12,2019
"81","7","2019-12-22","ATL","JAX","W 24-12","Younghoe Koo","42","N","N",0,0,2019,12,2019
"91","8","2019-12-15","ATL","SFO","W 29-22","Younghoe Koo","43","Y","N",1,0,2019,12,2019
"101","9","2019-12-08","ATL","CAR","W 40-20","Younghoe Koo","35","Y","N",1,0,2019,12,2019
"111","10","2019-12-08","ATL","CAR","W 40-20","Younghoe Koo","50","Y","N",1,0,2019,12,2019
"121","11","2019-12-08","ATL","CAR","W 40-20","Younghoe Koo","37","Y","N",1,0,2019,12,2019
"131","12","2019-12-08","ATL","CAR","W 40-20","Younghoe Koo","29","Y","N",1,0,2019,12,2019
"141","13","2019-11-28","ATL","NOR","L 18-26","Younghoe Koo","45","Y","N",1,0,2019,11,2019
"151","14","2019-11-28","ATL","NOR","L 18-26","Younghoe Koo","42","N","N",0,0,2019,11,2019
"161","15","2019-11-28","ATL","NOR","L 18-26","Younghoe Koo","43","Y","N",1,0,2019,11,2019
"171","16","2019-11-24","ATL","TAM","L 22-35","Younghoe Koo","38","Y","N",1,0,2019,11,2019
"181","17","2019-11-24","ATL","TAM","L 22-35","Younghoe Koo","40","Y","N",1,0,2019,11,2019
"191","18","2019-11-24","ATL","TAM","L 22-35","Younghoe Koo","25","Y","N",1,0,2019,11,2019
"201","19","2019-11-17","ATL","CAR","W 29-3","Younghoe Koo","29","Y","N",1,0,2019,11,2019
"211","20","2019-11-17","ATL","CAR","W 29-3","Younghoe Koo","38","Y","N",1,0,2019,11,2019
"221","21","2019-11-17","ATL","CAR","W 29-3","Younghoe Koo","23","Y","N",1,0,2019,11,2019
"231","22","2019-11-17","ATL","CAR","W 29-3","Younghoe Koo","38","N","N",0,0,2019,11,2019
"241","23","2019-11-10","ATL","NOR","W 26-9","Younghoe Koo","48","Y","N",1,0,2019,11,2019
"251","24","2019-11-10","ATL","NOR","W 26-9","Younghoe Koo","36","Y","N",1,0,2019,11,2019
"261","25","2019-11-10","ATL","NOR","W 26-9","Younghoe Koo","30","Y","N",1,0,2019,11,2019
"271","26","2019-11-10","ATL","NOR","W 26-9","Younghoe Koo","37","Y","N",1,0,2019,11,2019
"281","27","2019-10-27","ATL","SEA","L 20-27","Matt Bryant","37","Y","N",1,0,2019,10,2019
"291","28","2019-10-27","ATL","SEA","L 20-27","Matt Bryant","51","N","N",0,0,2019,10,2019
"301","29","2019-10-27","ATL","SEA","L 20-27","Matt Bryant","47","Y","N",1,0,2019,10,2019
"311","30","2019-10-27","ATL","SEA","L 20-27","Matt Bryant","53","N","N",0,0,2019,10,2019
"321","31","2019-10-20","ATL","LAR","L 10-37","Matt Bryant","52","Y","N",1,0,2019,10,2019
"331","32","2019-10-20","ATL","LAR","L 10-37","Matt Bryant","50","N","N",0,0,2019,10,2019
"341","33","2019-10-13","ATL","ARI","L 33-34","Matt Bryant","44","Y","N",1,0,2019,10,2019
"351","34","2019-10-13","ATL","ARI","L 33-34","Matt Bryant","29","Y","N",1,0,2019,10,2019
"361","35","2019-10-06","ATL","HOU","L 32-53","Matt Bryant","35","Y","N",1,0,2019,10,2019
"37","36","2019-09-29","ATL","TEN","L 10-24","Matt Bryant","42","Y","N",1,0,2019,9,2019
"38","37","2019-09-29","ATL","TEN","L 10-24","Matt Bryant","32","N","N",0,0,2019,9,2019
"39","38","2019-09-22","ATL","IND","L 24-27","Matt Bryant","34","Y","N",1,0,2019,9,2019
"40","39","2019-09-15","ATL","PHI","W 24-20","Matt Bryant","50","Y","N",1,0,2019,9,2019
"41","40","2019-09-15","ATL","PHI","W 24-20","Matt Bryant","50","N","N",0,0,2019,9,2019
"212","1","2020-01-11","BAL","TEN","L 12-28","Justin Tucker","49","Y","N",1,0,2020,1,2019
"312","2","2020-01-11","BAL","TEN","L 12-28","Justin Tucker","22","Y","N",1,0,2020,1,2019
"43","3","2019-12-29","BAL","PIT","W 28-10","Justin Tucker","22","Y","N",1,0,2019,12,2019
"52","4","2019-12-29","BAL","PIT","W 28-10","Justin Tucker","47","Y","N",1,0,2019,12,2019
"62","5","2019-12-29","BAL","PIT","W 28-10","Justin Tucker","45","Y","N",1,0,2019,12,2019
"72","6","2019-12-29","BAL","PIT","W 28-10","Justin Tucker","42","Y","N",1,0,2019,12,2019
"82","7","2019-12-22","BAL","CLE","W 31-15","Justin Tucker","31","Y","N",1,0,2019,12,2019
"92","8","2019-12-08","BAL","BUF","W 24-17","Justin Tucker","36","Y","N",1,0,2019,12,2019
"102","9","2019-12-01","BAL","SFO","W 20-17","Justin Tucker","30","Y","N",1,0,2019,12,2019
"112","10","2019-12-01","BAL","SFO","W 20-17","Justin Tucker","49","Y","N",1,0,2019,12,2019
"122","11","2019-11-25","BAL","LAR","W 45-6","Justin Tucker","34","Y","N",1,0,2019,11,2019
"132","12","2019-11-17","BAL","HOU","W 41-7","Justin Tucker","34","Y","N",1,0,2019,11,2019
"142","13","2019-11-17","BAL","HOU","W 41-7","Justin Tucker","43","N","N",0,0,2019,11,2019
"152","14","2019-11-17","BAL","HOU","W 41-7","Justin Tucker","46","Y","N",1,0,2019,11,2019
"162","15","2019-11-03","BAL","NWE","W 37-20","Justin Tucker","39","Y","N",1,0,2019,11,2019
"172","16","2019-10-20","BAL","SEA","W 30-16","Justin Tucker","25","Y","N",1,0,2019,10,2019
"182","17","2019-10-20","BAL","SEA","W 30-16","Justin Tucker","22","Y","N",1,0,2019,10,2019
"192","18","2019-10-20","BAL","SEA","W 30-16","Justin Tucker","28","Y","N",1,0,2019,10,2019
"202","19","2019-10-13","BAL","CIN","W 23-17","Justin Tucker","40","Y","N",1,0,2019,10,2019
"213","20","2019-10-13","BAL","CIN","W 23-17","Justin Tucker","21","Y","N",1,0,2019,10,2019
"222","21","2019-10-13","BAL","CIN","W 23-17","Justin Tucker","49","Y","N",1,0,2019,10,2019
"232","22","2019-10-06","BAL","PIT","W 26-23","Justin Tucker","48","Y","N",1,0,2019,10,2019
"242","23","2019-10-06","BAL","PIT","W 26-23","Justin Tucker","26","Y","N",1,0,2019,10,2019
"252","24","2019-10-06","BAL","PIT","W 26-23","Justin Tucker","46","Y","N",1,0,2019,10,2019
"262","25","2019-10-06","BAL","PIT","W 26-23","Justin Tucker","27","Y","N",1,0,2019,10,2019
"272","26","2019-09-29","BAL","CLE","L 25-40","Justin Tucker","41","Y","N",1,0,2019,9,2019
"282","27","2019-09-22","BAL","KAN","L 28-33","Justin Tucker","39","Y","N",1,0,2019,9,2019
"292","28","2019-09-15","BAL","ARI","W 23-17","Justin Tucker","28","Y","N",1,0,2019,9,2019
"302","29","2019-09-15","BAL","ARI","W 23-17","Justin Tucker","33","Y","N",1,0,2019,9,2019
"313","30","2019-09-15","BAL","ARI","W 23-17","Justin Tucker","51","Y","N",1,0,2019,9,2019
"322","31","2019-09-08","BAL","MIA","W 59-10","Justin Tucker","34","Y","N",1,0,2019,9,2019
"214","1","2020-01-04","BUF","HOU","L 19-22","Stephen Hauschka","40","Y","N",1,0,2020,1,2019
"314","2","2020-01-04","BUF","HOU","L 19-22","Stephen Hauschka","47","Y","N",1,0,2020,1,2019
"44","3","2020-01-04","BUF","HOU","L 19-22","Stephen Hauschka","40","Y","N",1,0,2020,1,2019
"53","4","2020-01-04","BUF","HOU","L 19-22","Stephen Hauschka","38","Y","N",1,0,2020,1,2019
"63","5","2019-12-29","BUF","NYJ","L 6-13","Stephen Hauschka","28","Y","N",1,0,2019,12,2019
"73","6","2019-12-29","BUF","NYJ","L 6-13","Stephen Hauschka","29","Y","N",1,0,2019,12,2019
"83","7","2019-12-21","BUF","NWE","L 17-24","Stephen Hauschka","35","Y","N",1,0,2019,12,2019
"93","8","2019-12-15","BUF","PIT","W 17-10","Stephen Hauschka","36","Y","N",1,0,2019,12,2019
"103","9","2019-12-08","BUF","BAL","L 17-24","Stephen Hauschka","36","Y","N",1,0,2019,12,2019
"113","10","2019-12-08","BUF","BAL","L 17-24","Stephen Hauschka","48","Y","N",1,0,2019,12,2019
"123","11","2019-12-08","BUF","BAL","L 17-24","Stephen Hauschka","47","Y","N",1,0,2019,12,2019
"133","12","2019-11-28","BUF","DAL","W 26-15","Stephen Hauschka","50","N","N",0,0,2019,11,2019
"143","13","2019-11-28","BUF","DAL","W 26-15","Stephen Hauschka","26","Y","N",1,0,2019,11,2019
"153","14","2019-11-28","BUF","DAL","W 26-15","Stephen Hauschka","41","Y","N",1,0,2019,11,2019
"163","15","2019-11-24","BUF","DEN","W 20-3","Stephen Hauschka","39","Y","N",1,0,2019,11,2019
"173","16","2019-11-24","BUF","DEN","W 20-3","Stephen Hauschka","23","Y","N",1,0,2019,11,2019
"183","17","2019-11-17","BUF","MIA","W 37-20","Stephen Hauschka","51","Y","N",1,0,2019,11,2019
"193","18","2019-11-17","BUF","MIA","W 37-20","Stephen Hauschka","21","Y","N",1,0,2019,11,2019
"203","19","2019-11-17","BUF","MIA","W 37-20","Stephen Hauschka","34","Y","N",1,0,2019,11,2019
"215","20","2019-11-10","BUF","CLE","L 16-19","Stephen Hauschka","53","N","N",0,0,2019,11,2019
"223","21","2019-11-10","BUF","CLE","L 16-19","Stephen Hauschka","34","N","N",0,0,2019,11,2019
"233","22","2019-11-03","BUF","WAS","W 24-9","Stephen Hauschka","42","Y","N",1,0,2019,11,2019
"243","23","2019-10-27","BUF","PHI","L 13-31","Stephen Hauschka","53","N","N",0,0,2019,10,2019
"253","24","2019-10-20","BUF","MIA","W 31-21","Stephen Hauschka","45","Y","N",1,0,2019,10,2019
"263","25","2019-10-20","BUF","MIA","W 31-21","Stephen Hauschka","43","Y","N",1,0,2019,10,2019
"273","26","2019-10-20","BUF","MIA","W 31-21","Stephen Hauschka","39","Y","N",1,0,2019,10,2019
"283","27","2019-09-29","BUF","NWE","L 10-16","Stephen Hauschka","49","N","N",0,0,2019,9,2019
"293","28","2019-09-29","BUF","NWE","L 10-16","Stephen Hauschka","46","Y","N",1,0,2019,9,2019
"303","29","2019-09-22","BUF","CIN","W 21-17","Stephen Hauschka","45","Y","N",1,0,2019,9,2019
"315","30","2019-09-22","BUF","CIN","W 21-17","Stephen Hauschka","34","Y","N",1,0,2019,9,2019
"323","31","2019-09-22","BUF","CIN","W 21-17","Stephen Hauschka","62","N","N",0,0,2019,9,2019
"332","32","2019-09-08","BUF","NYJ","W 17-16","Stephen Hauschka","43","Y","N",1,0,2019,9,2019
"216","1","2019-12-29","CAR","NOR","L 10-42","Joey Slye","23","Y","N",1,0,2019,12,2019
"316","2","2019-12-22","CAR","IND","L 6-38","Joey Slye","27","Y","N",1,0,2019,12,2019
"45","3","2019-12-22","CAR","IND","L 6-38","Joey Slye","50","Y","N",1,0,2019,12,2019
"54","4","2019-12-15","CAR","SEA","L 24-30","Joey Slye","52","Y","N",1,0,2019,12,2019
"64","5","2019-12-08","CAR","ATL","L 20-40","Joey Slye","46","Y","N",1,0,2019,12,2019
"74","6","2019-12-08","CAR","ATL","L 20-40","Joey Slye","42","Y","N",1,0,2019,12,2019
"84","7","2019-11-24","CAR","NOR","L 31-34","Joey Slye","52","Y","N",1,0,2019,11,2019
"94","8","2019-11-24","CAR","NOR","L 31-34","Joey Slye","41","Y","N",1,0,2019,11,2019
"104","9","2019-11-24","CAR","NOR","L 31-34","Joey Slye","28","N","N",0,0,2019,11,2019
"114","10","2019-11-17","CAR","ATL","L 3-29","Joey Slye","31","Y","N",1,0,2019,11,2019
"124","11","2019-11-10","CAR","GNB","L 16-24","Joey Slye","50","Y","N",1,0,2019,11,2019
"134","12","2019-11-03","CAR","TEN","W 30-20","Joey Slye","49","N","N",0,0,2019,11,2019
"144","13","2019-11-03","CAR","TEN","W 30-20","Joey Slye","35","Y","N",1,0,2019,11,2019
"154","14","2019-10-27","CAR","SFO","L 13-51","Joey Slye","41","Y","N",1,0,2019,10,2019
"164","15","2019-10-13","CAR","TAM","W 37-26","Joey Slye","29","Y","N",1,0,2019,10,2019
"174","16","2019-10-13","CAR","TAM","W 37-26","Joey Slye","49","Y","N",1,0,2019,10,2019
"184","17","2019-10-13","CAR","TAM","W 37-26","Joey Slye","46","Y","N",1,0,2019,10,2019
"194","18","2019-10-13","CAR","TAM","W 37-26","Joey Slye","41","N","N",0,0,2019,10,2019
"204","19","2019-10-13","CAR","TAM","W 37-26","Joey Slye","60","N","N",0,0,2019,10,2019
"217","20","2019-10-06","CAR","JAX","W 34-27","Joey Slye","46","N","N",0,0,2019,10,2019
"224","21","2019-10-06","CAR","JAX","W 34-27","Joey Slye","56","N","Y",0,1,2019,10,2019
"234","22","2019-09-29","CAR","HOU","W 16-10","Joey Slye","48","Y","N",1,0,2019,9,2019
"244","23","2019-09-29","CAR","HOU","W 16-10","Joey Slye","26","Y","N",1,0,2019,9,2019
"254","24","2019-09-29","CAR","HOU","W 16-10","Joey Slye","55","Y","N",1,0,2019,9,2019
"264","25","2019-09-22","CAR","ARI","W 38-20","Joey Slye","36","Y","N",1,0,2019,9,2019
"274","26","2019-09-12","CAR","TAM","L 14-20","Joey Slye","54","Y","N",1,0,2019,9,2019
"284","27","2019-09-12","CAR","TAM","L 14-20","Joey Slye","37","Y","N",1,0,2019,9,2019
"294","28","2019-09-12","CAR","TAM","L 14-20","Joey Slye","51","Y","N",1,0,2019,9,2019
"304","29","2019-09-12","CAR","TAM","L 14-20","Joey Slye","32","Y","N",1,0,2019,9,2019
"317","30","2019-09-08","CAR","LAR","L 27-30","Joey Slye","53","N","N",0,0,2019,9,2019
"324","31","2019-09-08","CAR","LAR","L 27-30","Joey Slye","52","Y","N",1,0,2019,9,2019
"333","32","2019-09-08","CAR","LAR","L 27-30","Joey Slye","46","Y","N",1,0,2019,9,2019
"218","1","2019-12-29","CHI","MIN","W 21-19","Eddy Pineiro","26","Y","N",1,0,2019,12,2019
"318","2","2019-12-29","CHI","MIN","W 21-19","Eddy Pineiro","34","Y","N",1,0,2019,12,2019
"46","3","2019-12-29","CHI","MIN","W 21-19","Eddy Pineiro","33","Y","N",1,0,2019,12,2019
"55","4","2019-12-29","CHI","MIN","W 21-19","Eddy Pineiro","22","Y","N",1,0,2019,12,2019
"65","5","2019-12-22","CHI","KAN","L 3-26","Eddy Pineiro","46","Y","N",1,0,2019,12,2019
"75","6","2019-12-15","CHI","GNB","L 13-21","Eddy Pineiro","30","Y","N",1,0,2019,12,2019
"85","7","2019-12-15","CHI","GNB","L 13-21","Eddy Pineiro","27","Y","N",1,0,2019,12,2019
"95","8","2019-12-05","CHI","DAL","W 31-24","Eddy Pineiro","36","Y","N",1,0,2019,12,2019
"105","9","2019-11-28","CHI","DET","W 24-20","Eddy Pineiro","30","Y","N",1,0,2019,11,2019
"115","10","2019-11-24","CHI","NYG","W 19-14","Eddy Pineiro","24","Y","N",1,0,2019,11,2019
"125","11","2019-11-24","CHI","NYG","W 19-14","Eddy Pineiro","26","Y","N",1,0,2019,11,2019
"135","12","2019-11-17","CHI","LAR","L 7-17","Eddy Pineiro","47","N","N",0,0,2019,11,2019
"145","13","2019-11-17","CHI","LAR","L 7-17","Eddy Pineiro","48","N","N",0,0,2019,11,2019
"155","14","2019-10-27","CHI","LAC","L 16-17","Eddy Pineiro","19","Y","N",1,0,2019,10,2019
"165","15","2019-10-27","CHI","LAC","L 16-17","Eddy Pineiro","33","N","N",0,0,2019,10,2019
"175","16","2019-10-27","CHI","LAC","L 16-17","Eddy Pineiro","25","Y","N",1,0,2019,10,2019
"185","17","2019-10-27","CHI","LAC","L 16-17","Eddy Pineiro","41","N","N",0,0,2019,10,2019
"195","18","2019-10-27","CHI","LAC","L 16-17","Eddy Pineiro","22","Y","N",1,0,2019,10,2019
"205","19","2019-10-20","CHI","NOR","L 25-36","Eddy Pineiro","46","Y","N",1,0,2019,10,2019
"219","20","2019-09-29","CHI","MIN","W 16-6","Eddy Pineiro","30","Y","N",1,0,2019,9,2019
"225","21","2019-09-29","CHI","MIN","W 16-6","Eddy Pineiro","38","Y","N",1,0,2019,9,2019
"235","22","2019-09-29","CHI","MIN","W 16-6","Eddy Pineiro","25","Y","N",1,0,2019,9,2019
"245","23","2019-09-23","CHI","WAS","W 31-15","Eddy Pineiro","38","Y","N",1,0,2019,9,2019
"255","24","2019-09-23","CHI","WAS","W 31-15","Eddy Pineiro","44","N","N",0,0,2019,9,2019
"265","25","2019-09-15","CHI","DEN","W 16-14","Eddy Pineiro","52","Y","N",1,0,2019,9,2019
"275","26","2019-09-15","CHI","DEN","W 16-14","Eddy Pineiro","40","Y","N",1,0,2019,9,2019
"285","27","2019-09-15","CHI","DEN","W 16-14","Eddy Pineiro","53","Y","N",1,0,2019,9,2019
"295","28","2019-09-05","CHI","GNB","L 3-10","Eddy Pineiro","38","Y","N",1,0,2019,9,2019
"220","1","2019-12-29","CIN","CLE","W 33-23","Randy Bullock","47","Y","N",1,0,2019,12,2019
"319","2","2019-12-29","CIN","CLE","W 33-23","Randy Bullock","46","Y","N",1,0,2019,12,2019
"47","3","2019-12-22","CIN","MIA","L 35-38","Randy Bullock","57","Y","N",1,0,2019,12,2019
"56","4","2019-12-22","CIN","MIA","L 35-38","Randy Bullock","20","Y","N",1,0,2019,12,2019
"66","5","2019-12-15","CIN","NWE","L 13-34","Randy Bullock","48","Y","N",1,0,2019,12,2019
"76","6","2019-12-15","CIN","NWE","L 13-34","Randy Bullock","34","Y","N",1,0,2019,12,2019
