Instructions:,"For each row of the following table, indicate whether you prefer the Left lottery or the Right lottery",,,,,,
,Note that both lotteries have the same three prizes (in bits),,,,,,
,The difference is in the probabilities that each prize occurs,,,,,,
,,,,,,,
,LEFT LOTTERY,,,,RIGHT LOTTERY,,
,-1,0.1,0.8,CHOICE (L/R),-1,0.1,0.8
,0.059999999,0.899999976,0.039999999,R,0.119999997,0.800000012,0.079999998
,0.029999999,0.200000003,0.769999981,R,0.119999997,0.050000001,0.829999983
,0.899999976,0,0.100000002,L,0.75,0.25,0
,0.5,0.200000003,0.300000012,L,0.400000006,0.600000024,0
,0.649999976,0.100000002,0.25,R,0.449999988,0.5,0.050000001
,0.270000011,0.050000001,0.680000007,R,0.029999999,0.449999988,0.519999981
,0,0.200000003,0.800000012,L,0.100000002,0,0.899999976
,0.75,0.25,0,R,0.850000024,0,0.150000006
,0.02,0.920000017,0.059999999,R,0.079999998,0.680000007,0.239999995
,0.180000007,0.660000026,0.159999996,R,0.119999997,0.839999974,0.039999999
,0.600000024,0,0.400000006,R,0,1,0
,0,1,0,L,0.100000002,0.75,0.150000006
,0.079999998,0.039999999,0.879999995,R,0.050000001,0.100000002,0.850000024
,0.100000002,0.899999976,0,R,0.200000003,0.600000024,0.200000003
,0.150000006,0.75,0.100000002,R,0,1,0
,0.449999988,0.400000006,0.150000006,R,0.5,0.200000003,0.300000012
,0,1,0,R,0.100000002,0.600000024,0.300000012
,0.5,0.300000012,0.200000003,L,0.600000024,0,0.400000006
,0.839999974,0.100000002,0.059999999,L,0.779999971,0.200000003,0.02
,0.219999999,0.119999997,0.660000026,L,0.129999995,0.479999989,0.389999986
,0.540000022,0.039999999,0.419999987,R,0.519999981,0.119999997,0.360000014
,0.200000003,0.600000024,0.200000003,L,0.449999988,0.100000002,0.449999988
,0.479999989,0.360000014,0.159999996,L,0.419999987,0.540000022,0.039999999
,0.899999976,0,0.100000002,R,0.800000012,0.200000003,0
,0,0.5,0.5,L,0.300000012,0,0.699999988
,0.379999995,0.050000001,0.569999993,R,0.039999999,0.899999976,0.059999999
,0.550000012,0.150000006,0.300000012,L,0.449999988,0.449999988,0.100000002
,0.600000024,0,0.400000006,L,0.400000006,0.600000024,0
,0.100000002,0.75,0.150000006,L,0.400000006,0,0.600000024
,0.400000006,0,0.600000024,R,0.100000002,0.899999976,0
,0.200000003,0.600000024,0.200000003,R,0.400000006,0,0.600000024
,0.620000005,0.200000003,0.180000007,R,0.680000007,0.050000001,0.270000011
,0.379999995,0.050000001,0.569999993,R,0.140000001,0.649999976,0.209999993
,0,0.400000006,0.600000024,R,0.100000002,0,0.899999976
,0.699999988,0,0.300000012,L,0.600000024,0.400000006,0
,0.519999981,0.449999988,0.029999999,L,0.579999983,0.300000012,0.119999997
,0.200000003,0.200000003,0.600000024,L,0.100000002,0.600000024,0.300000012
,0.660000026,0.100000002,0.239999995,L,0.540000022,0.400000006,0.059999999
,0,0.25,0.75,L,0.100000002,0,0.899999976
,0,1,0,R,0.25,0,0.75
,0.550000012,0,0.449999988,L,0.400000006,0.600000024,0
,0.5,0,0.5,R,0,1,0
,0.810000002,0.100000002,0.090000004,L,0.769999981,0.200000003,0.029999999
,0.400000006,0.600000024,0,L,0.5,0.400000006,0.100000002
,0.829999983,0.140000001,0.029999999,L,0.879999995,0.039999999,0.079999998
,0.5,0.400000006,0.100000002,L,0.699999988,0,0.300000012
,0.600000024,0.25,0.150000006,L,0.5,0.5,0
,0.100000002,0.800000012,0.100000002,R,0.449999988,0.100000002,0.449999988
,0.699999988,0,0.300000012,L,0.5,0.5,0
,0.649999976,0.200000003,0.150000006,R,0.680000007,0.079999998,0.239999995
,0.400000006,0.600000024,0,R,0.5,0.300000012,0.200000003
,0.779999971,0.059999999,0.159999996,L,0.720000029,0.239999995,0.039999999
,0.150000006,0.25,0.600000024,L,0.300000012,0,0.699999988
,0.540000022,0.100000002,0.360000014,R,0.059999999,0.899999976,0.039999999
,0.100000002,0.800000012,0.100000002,L,0.5,0,0.5
,0.349999994,0.150000006,0.5,L,0.150000006,0.75,0.100000002
,0.600000024,0,0.400000006,R,0.150000006,0.75,0.100000002
,0.400000006,0.600000024,0,L,0.699999988,0,0.300000012
,0.100000002,0.600000024,0.300000012,R,0.25,0,0.75
,0.529999971,0.209999993,0.259999991,L,0.579999983,0.059999999,0.360000014
,0.079999998,0.079999998,0.839999974,L,0.02,0.319999993,0.660000026
,0.079999998,0.050000001,0.870000005,R,0.039999999,0.150000006,0.810000002
,0.699999988,0,0.300000012,L,0.600000024,0.25,0.150000006
,0.800000012,0,0.200000003,L,0.699999988,0.300000012,0
,0.02,0.949999988,0.029999999,R,0.079999998,0.800000012,0.119999997
,0.5,0.200000003,0.300000012,R,0.550000012,0,0.449999988
,0.180000007,0.200000003,0.620000005,L,0.270000011,0.050000001,0.680000007
,0,1,0,R,0.400000006,0,0.600000024
,0.119999997,0.300000012,0.579999983,R,0.029999999,0.449999988,0.519999981
,0.100000002,0,0.899999976,R,0,0.300000012,0.699999988
,0.079999998,0.839999974,0.079999998,R,0.050000001,0.899999976,0.050000001
,0,1,0,L,0.100000002,0.800000012,0.100000002
,0,0.25,0.75,L,0.150000006,0,0.850000024
,0.479999989,0.280000001,0.239999995,L,0.439999998,0.439999998,0.119999997
,0.649999976,0.100000002,0.25,L,0.550000012,0.300000012,0.150000006
,0.25,0.449999988,0.300000012,R,0.349999994,0.150000006,0.5
,0.180000007,0.699999988,0.119999997,L,0.540000022,0.100000002,0.360000014
,0.479999989,0.439999998,0.079999998,R,0.439999998,0.519999981,0.039999999
,0.150000006,0.25,0.600000024,R,0,0.5,0.5
,0.079999998,0.059999999,0.860000014,L,0.02,0.239999995,0.74000001
